epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
553,16692.5,0.88045,0.43312,0.86422,0.97934,0.97691,0.99055,0.83041,0.64864,0.29735,0.81337,0.00045352,0.00045352,0.00045352
554,16722.6,0.89264,0.43321,0.86637,0.98023,0.97684,0.99054,0.83042,0.64908,0.2971,0.8134,0.00045253,0.00045253,0.00045253
555,16752.6,0.84158,0.41604,0.85738,0.98048,0.97673,0.9905,0.83072,0.64715,0.29661,0.81316,0.00045154,0.00045154,0.00045154
556,16782.7,0.87525,0.42753,0.85632,0.98082,0.97675,0.99056,0.83128,0.64762,0.29651,0.81314,0.00045055,0.00045055,0.00045055
557,16812.8,0.87198,0.43354,0.85895,0.98057,0.97664,0.99055,0.83126,0.64689,0.29644,0.81305,0.00044956,0.00044956,0.00044956
558,16842.9,0.88452,0.43925,0.86418,0.98102,0.97638,0.99055,0.83135,0.64522,0.29629,0.8128,0.00044857,0.00044857,0.00044857
559,16873.1,0.86919,0.43241,0.86326,0.98084,0.97637,0.99049,0.83201,0.64348,0.29601,0.81261,0.00044758,0.00044758,0.00044758
560,16903.3,0.87777,0.43446,0.86395,0.98107,0.97614,0.99058,0.83241,0.64231,0.29566,0.81239,0.00044659,0.00044659,0.00044659
561,16933.6,0.85833,0.42988,0.85908,0.98134,0.97599,0.99055,0.83266,0.64129,0.29536,0.81232,0.0004456,0.0004456,0.0004456
562,16963.8,0.87122,0.43183,0.86276,0.98132,0.97602,0.99046,0.8325,0.6407,0.29509,0.81217,0.00044461,0.00044461,0.00044461
563,16993.8,0.88407,0.43738,0.8647,0.9814,0.97615,0.99055,0.83289,0.64076,0.29518,0.81214,0.00044362,0.00044362,0.00044362
564,17024.1,0.86282,0.42429,0.86339,0.98158,0.97632,0.99058,0.83343,0.63975,0.29488,0.812,0.00044263,0.00044263,0.00044263
565,17054.3,0.86201,0.42717,0.85694,0.9815,0.97648,0.99059,0.83383,0.63944,0.2948,0.81188,0.00044164,0.00044164,0.00044164
566,17084.5,0.86517,0.43123,0.85596,0.98123,0.9767,0.991,0.83363,0.6384,0.29433,0.8117,0.00044065,0.00044065,0.00044065
567,17114.6,0.87444,0.43455,0.86199,0.98105,0.97679,0.99102,0.83377,0.63788,0.2941,0.81161,0.00043966,0.00043966,0.00043966
568,17144.7,0.85847,0.42576,0.85465,0.98073,0.97682,0.99108,0.83437,0.63703,0.29415,0.81147,0.00043867,0.00043867,0.00043867
569,17174.9,0.86584,0.42921,0.86304,0.98084,0.9766,0.99112,0.83428,0.63677,0.29431,0.81141,0.00043768,0.00043768,0.00043768
570,17205,0.87089,0.4296,0.85876,0.98095,0.97654,0.99116,0.83462,0.63635,0.29388,0.81134,0.00043669,0.00043669,0.00043669
571,17235.3,0.86885,0.42633,0.8599,0.98116,0.97656,0.99065,0.83469,0.63607,0.29381,0.81127,0.0004357,0.0004357,0.0004357
572,17265.5,0.87001,0.43464,0.86641,0.98106,0.97651,0.99055,0.83492,0.63535,0.29361,0.81117,0.00043471,0.00043471,0.00043471
573,17295.7,0.86988,0.42945,0.86429,0.98095,0.97682,0.9913,0.83502,0.63481,0.29351,0.81121,0.00043372,0.00043372,0.00043372
574,17325.9,0.84944,0.41891,0.85626,0.98118,0.97646,0.99143,0.83537,0.63417,0.29316,0.81108,0.00043273,0.00043273,0.00043273
575,17356.1,0.85001,0.42274,0.85973,0.98109,0.97657,0.99142,0.83567,0.63337,0.29293,0.81096,0.00043174,0.00043174,0.00043174
576,17386.4,0.83618,0.41233,0.85601,0.98124,0.97657,0.99133,0.83574,0.63315,0.29268,0.81088,0.00043075,0.00043075,0.00043075
577,17416.6,0.8426,0.41836,0.854,0.98116,0.97667,0.99135,0.83592,0.63247,0.29237,0.8108,0.00042976,0.00042976,0.00042976
578,17446.8,0.85707,0.42961,0.8636,0.9813,0.97635,0.99147,0.83609,0.63231,0.29211,0.81073,0.00042877,0.00042877,0.00042877
579,17477.1,0.84441,0.41926,0.85337,0.98119,0.97614,0.99149,0.83607,0.63239,0.29225,0.8107,0.00042778,0.00042778,0.00042778
580,17507.1,0.84636,0.41583,0.85631,0.98165,0.97603,0.99151,0.83594,0.63255,0.29221,0.81066,0.00042679,0.00042679,0.00042679
581,17537.2,0.86728,0.42731,0.85977,0.98156,0.97629,0.99151,0.83644,0.63132,0.29195,0.81055,0.0004258,0.0004258,0.0004258
582,17567.4,0.84813,0.42226,0.85605,0.98203,0.97637,0.9916,0.83664,0.63073,0.29129,0.81042,0.00042481,0.00042481,0.00042481
583,17597.7,0.84845,0.41784,0.85327,0.98186,0.97627,0.9916,0.83653,0.63009,0.29128,0.8103,0.00042382,0.00042382,0.00042382
584,17627.8,0.84068,0.41559,0.85679,0.98226,0.97626,0.99163,0.83612,0.63049,0.29155,0.81035,0.00042283,0.00042283,0.00042283
585,17657.8,0.83631,0.41645,0.85143,0.98265,0.97614,0.99162,0.83622,0.63,0.29127,0.81023,0.00042184,0.00042184,0.00042184
586,17687.9,0.83997,0.41197,0.85428,0.98258,0.97638,0.99167,0.83655,0.62958,0.29119,0.8101,0.00042085,0.00042085,0.00042085
587,17717.9,0.83288,0.41368,0.85458,0.9825,0.97635,0.99168,0.83692,0.62878,0.2909,0.80999,0.00041986,0.00041986,0.00041986
588,17748.1,0.83973,0.41689,0.8567,0.98268,0.97623,0.99168,0.8374,0.62799,0.29062,0.8099,0.00041887,0.00041887,0.00041887
589,17778.4,0.83866,0.41365,0.85674,0.98263,0.97598,0.99214,0.83712,0.62789,0.29062,0.80983,0.00041788,0.00041788,0.00041788
590,17808.5,0.84196,0.41522,0.85474,0.98257,0.9759,0.99215,0.83756,0.62716,0.29037,0.80971,0.00041689,0.00041689,0.00041689
591,17838.7,0.84856,0.42537,0.85931,0.98296,0.97611,0.99255,0.83772,0.62621,0.29028,0.8096,0.0004159,0.0004159,0.0004159
592,17868.9,0.84172,0.41608,0.85402,0.98379,0.97548,0.99255,0.8385,0.62486,0.29015,0.80944,0.00041491,0.00041491,0.00041491
593,17899.1,0.83822,0.41513,0.85099,0.984,0.97504,0.99256,0.83893,0.62404,0.29005,0.8093,0.00041392,0.00041392,0.00041392
594,17929.4,0.82961,0.4084,0.85161,0.98401,0.97515,0.99259,0.83915,0.62343,0.28971,0.80924,0.00041293,0.00041293,0.00041293
595,17959.6,0.83397,0.41236,0.85635,0.98411,0.97537,0.99285,0.83944,0.62281,0.28955,0.80916,0.00041194,0.00041194,0.00041194
596,17989.8,0.81064,0.40988,0.84888,0.98402,0.97543,0.99265,0.83986,0.62261,0.28935,0.80907,0.00041095,0.00041095,0.00041095
597,18020,0.81532,0.40046,0.85287,0.98409,0.97547,0.99267,0.83979,0.62259,0.28898,0.80905,0.00040996,0.00040996,0.00040996
598,18050.1,0.82907,0.41137,0.85012,0.9842,0.97534,0.99268,0.83979,0.62272,0.28898,0.80905,0.00040897,0.00040897,0.00040897
599,18080.2,0.83135,0.4102,0.85439,0.98418,0.97543,0.99271,0.84018,0.62195,0.2886,0.80893,0.00040798,0.00040798,0.00040798
600,18110.5,0.83421,0.41761,0.85384,0.98456,0.97537,0.99273,0.8407,0.62105,0.28885,0.80873,0.00040699,0.00040699,0.00040699
601,18140.7,0.86094,0.41842,0.8616,0.98442,0.97554,0.99273,0.84082,0.62063,0.2887,0.80865,0.000406,0.000406,0.000406
602,18171,0.81744,0.40732,0.85134,0.98467,0.97557,0.99294,0.84099,0.62062,0.28874,0.80867,0.00040501,0.00040501,0.00040501
603,18201.3,0.83235,0.41197,0.85157,0.98425,0.97562,0.99292,0.84149,0.61917,0.28839,0.80851,0.00040402,0.00040402,0.00040402
604,18231.5,0.82026,0.40566,0.84802,0.98426,0.97582,0.99294,0.84167,0.61869,0.28816,0.8084,0.00040303,0.00040303,0.00040303
605,18261.8,0.81064,0.40328,0.8471,0.98408,0.97583,0.99287,0.84159,0.61807,0.28803,0.80829,0.00040204,0.00040204,0.00040204
606,18291.8,0.82442,0.41121,0.85211,0.98387,0.976,0.99287,0.8417,0.61767,0.28774,0.80825,0.00040105,0.00040105,0.00040105
607,18322,0.81999,0.40843,0.85041,0.98403,0.97557,0.9928,0.84191,0.61709,0.28771,0.80818,0.00040006,0.00040006,0.00040006
608,18352.2,0.83813,0.4112,0.8512,0.98361,0.97559,0.99284,0.84205,0.6168,0.28785,0.80816,0.00039907,0.00039907,0.00039907
609,18382.5,0.81339,0.40413,0.85367,0.98319,0.97603,0.9928,0.84252,0.61582,0.28773,0.808,0.00039808,0.00039808,0.00039808
610,18412.8,0.82086,0.4069,0.85188,0.98329,0.9758,0.99283,0.84299,0.61481,0.28735,0.80791,0.00039709,0.00039709,0.00039709
611,18442.9,0.80978,0.40642,0.84989,0.98368,0.97592,0.99294,0.84342,0.61449,0.28705,0.80786,0.0003961,0.0003961,0.0003961
612,18473.2,0.80121,0.39387,0.84659,0.98351,0.97614,0.99297,0.8436,0.61408,0.28694,0.80778,0.00039511,0.00039511,0.00039511
613,18503.4,0.81111,0.40192,0.84971,0.98347,0.97625,0.99299,0.84377,0.61372,0.28678,0.80773,0.00039412,0.00039412,0.00039412
614,18533.7,0.81826,0.40345,0.84835,0.9834,0.97625,0.99291,0.84382,0.61372,0.28688,0.80771,0.00039313,0.00039313,0.00039313
615,18563.9,0.83039,0.41123,0.85147,0.98397,0.97604,0.99301,0.84395,0.61308,0.28677,0.80761,0.00039214,0.00039214,0.00039214
616,18594.1,0.81358,0.40565,0.84994,0.98373,0.9768,0.99295,0.84422,0.61226,0.28651,0.8075,0.00039115,0.00039115,0.00039115
617,18624.3,0.82397,0.40805,0.85122,0.98422,0.97645,0.99305,0.84458,0.61177,0.28662,0.80741,0.00039016,0.00039016,0.00039016
618,18654.6,0.80867,0.4031,0.85126,0.98476,0.97598,0.99303,0.84471,0.61116,0.28657,0.80729,0.00038917,0.00038917,0.00038917
619,18684.9,0.80743,0.40334,0.8493,0.98336,0.97744,0.99312,0.84477,0.61077,0.28643,0.80721,0.00038818,0.00038818,0.00038818
620,18715.1,0.80333,0.39982,0.84913,0.98337,0.97775,0.99314,0.84499,0.61016,0.28616,0.80712,0.00038719,0.00038719,0.00038719
621,18745.3,0.82132,0.40705,0.85147,0.98349,0.9779,0.99319,0.84465,0.60997,0.28633,0.80704,0.0003862,0.0003862,0.0003862
622,18775.4,0.82539,0.40582,0.85007,0.98399,0.97785,0.99319,0.84494,0.60942,0.286,0.80694,0.00038521,0.00038521,0.00038521
623,18805.4,0.80039,0.39744,0.84617,0.98435,0.97778,0.9932,0.84545,0.60906,0.28594,0.80688,0.00038422,0.00038422,0.00038422
624,18835.6,0.81587,0.39714,0.85144,0.9841,0.97778,0.99318,0.84568,0.60835,0.28582,0.80677,0.00038323,0.00038323,0.00038323
625,18865.8,0.8114,0.40203,0.84774,0.98478,0.97775,0.99322,0.84547,0.60842,0.28572,0.80675,0.00038224,0.00038224,0.00038224
626,18895.9,0.81166,0.40298,0.84972,0.98484,0.97744,0.9932,0.84535,0.60854,0.28539,0.80676,0.00038125,0.00038125,0.00038125
627,18925.9,0.82147,0.40713,0.85093,0.98472,0.97765,0.99321,0.84559,0.6085,0.28508,0.80676,0.00038026,0.00038026,0.00038026
628,18956,0.82267,0.40927,0.85269,0.98485,0.97803,0.99321,0.84557,0.60876,0.28511,0.80678,0.00037927,0.00037927,0.00037927
629,18986.1,0.80304,0.39627,0.84693,0.98478,0.97791,0.99323,0.84534,0.60895,0.28526,0.80679,0.00037828,0.00037828,0.00037828
630,19016.2,0.80073,0.39938,0.84803,0.98446,0.97801,0.99322,0.84545,0.60871,0.28512,0.80673,0.00037729,0.00037729,0.00037729
631,19046.2,0.80982,0.40058,0.84962,0.98443,0.97816,0.99325,0.84553,0.60863,0.28501,0.80667,0.0003763,0.0003763,0.0003763
632,19076.2,0.79957,0.39308,0.84952,0.98463,0.97804,0.99333,0.84547,0.60792,0.28501,0.80656,0.00037531,0.00037531,0.00037531
633,19106.3,0.81563,0.40021,0.84921,0.98484,0.97797,0.99332,0.84569,0.60768,0.28508,0.80653,0.00037432,0.00037432,0.00037432
634,19136.6,0.79909,0.39532,0.85164,0.98433,0.97828,0.99326,0.84582,0.60735,0.28489,0.80647,0.00037333,0.00037333,0.00037333
635,19166.8,0.80149,0.39707,0.85284,0.98491,0.9781,0.99326,0.84605,0.60677,0.28462,0.80642,0.00037234,0.00037234,0.00037234
636,19197,0.81456,0.39829,0.8467,0.98466,0.97803,0.99326,0.84622,0.60646,0.2844,0.80633,0.00037135,0.00037135,0.00037135
637,19227.2,0.81965,0.40506,0.84889,0.98482,0.97799,0.99326,0.84649,0.60611,0.28451,0.80629,0.00037036,0.00037036,0.00037036
638,19257.4,0.7895,0.39188,0.84531,0.98469,0.97823,0.99327,0.84663,0.60583,0.28422,0.80622,0.00036937,0.00036937,0.00036937
639,19287.7,0.80351,0.39923,0.8445,0.98452,0.97841,0.99316,0.84662,0.6058,0.28426,0.80618,0.00036838,0.00036838,0.00036838
640,19317.8,0.78524,0.38864,0.84224,0.98462,0.9786,0.99328,0.84714,0.60542,0.28427,0.80608,0.00036739,0.00036739,0.00036739
641,19348,0.79631,0.39412,0.84913,0.98512,0.97844,0.99316,0.84726,0.60512,0.28409,0.806,0.0003664,0.0003664,0.0003664
642,19378.2,0.79792,0.3985,0.85122,0.98511,0.97848,0.99317,0.84729,0.60453,0.28397,0.80592,0.00036541,0.00036541,0.00036541
643,19408.4,0.788,0.39062,0.84654,0.98548,0.97844,0.99317,0.84766,0.604,0.28384,0.80589,0.00036442,0.00036442,0.00036442
644,19438.7,0.79715,0.3946,0.84764,0.98508,0.97869,0.99314,0.84763,0.60346,0.28357,0.80582,0.00036343,0.00036343,0.00036343
645,19468.7,0.78612,0.3889,0.8429,0.98499,0.97863,0.99329,0.84756,0.60297,0.28347,0.80576,0.00036244,0.00036244,0.00036244
646,19498.8,0.7992,0.3954,0.84479,0.98511,0.97863,0.99327,0.84777,0.60264,0.28343,0.80568,0.00036145,0.00036145,0.00036145
647,19529,0.7971,0.39443,0.8476,0.98497,0.97874,0.9933,0.84803,0.60198,0.28338,0.8056,0.00036046,0.00036046,0.00036046
648,19559.2,0.7836,0.38987,0.84304,0.98478,0.97878,0.99331,0.84817,0.60145,0.28343,0.80557,0.00035947,0.00035947,0.00035947
649,19589.4,0.78654,0.3919,0.84374,0.98479,0.97887,0.99331,0.84843,0.60085,0.28325,0.80548,0.00035848,0.00035848,0.00035848
650,19619.7,0.78033,0.38838,0.84432,0.98488,0.97884,0.99333,0.84869,0.60018,0.28299,0.80542,0.00035749,0.00035749,0.00035749
651,19649.9,0.79225,0.39102,0.84626,0.9846,0.97875,0.99332,0.84875,0.60001,0.28308,0.80537,0.0003565,0.0003565,0.0003565
652,19680.1,0.78714,0.39079,0.84847,0.98453,0.97875,0.99333,0.84884,0.59977,0.28304,0.80532,0.00035551,0.00035551,0.00035551
653,19710.3,0.78032,0.39261,0.8436,0.9846,0.97919,0.99342,0.84874,0.59979,0.28307,0.80531,0.00035452,0.00035452,0.00035452
654,19740.3,0.8028,0.39795,0.84668,0.98446,0.97945,0.99341,0.84857,0.59994,0.28324,0.80532,0.00035353,0.00035353,0.00035353
655,19770.4,0.78227,0.39388,0.84241,0.98423,0.97937,0.99334,0.84879,0.59932,0.28301,0.8052,0.00035254,0.00035254,0.00035254
656,19800.4,0.79308,0.39303,0.84785,0.98422,0.97955,0.99335,0.84915,0.59895,0.28279,0.80514,0.00035155,0.00035155,0.00035155
657,19830.6,0.79444,0.39007,0.84615,0.98416,0.97974,0.99332,0.84928,0.59881,0.2826,0.80508,0.00035056,0.00035056,0.00035056
658,19860.8,0.78534,0.39072,0.84681,0.98426,0.97981,0.99335,0.8491,0.59874,0.28246,0.8051,0.00034957,0.00034957,0.00034957
659,19890.8,0.77868,0.38394,0.84674,0.98446,0.97977,0.99334,0.84897,0.59841,0.2825,0.8051,0.00034858,0.00034858,0.00034858
660,19920.9,0.76927,0.38207,0.84131,0.98449,0.97979,0.99335,0.84886,0.5984,0.28247,0.80509,0.00034759,0.00034759,0.00034759
661,19950.9,0.7713,0.38721,0.84336,0.98469,0.97974,0.99337,0.8489,0.59803,0.28231,0.80503,0.0003466,0.0003466,0.0003466
662,19980.9,0.76878,0.38736,0.84286,0.98485,0.97972,0.99338,0.84925,0.59745,0.28223,0.80497,0.00034561,0.00034561,0.00034561
663,20011,0.77992,0.38662,0.8431,0.9849,0.97967,0.9934,0.84953,0.59715,0.28208,0.80488,0.00034462,0.00034462,0.00034462
664,20041.2,0.78542,0.3919,0.8451,0.98509,0.97932,0.9934,0.84954,0.59677,0.28196,0.80479,0.00034363,0.00034363,0.00034363
665,20071.4,0.77961,0.391,0.8445,0.98511,0.97956,0.9934,0.84953,0.59613,0.28178,0.80475,0.00034264,0.00034264,0.00034264
666,20101.6,0.79687,0.3921,0.84444,0.98533,0.9792,0.99334,0.84943,0.59592,0.28166,0.80472,0.00034165,0.00034165,0.00034165
667,20131.6,0.7953,0.38896,0.84712,0.98521,0.97958,0.99336,0.8497,0.59566,0.28159,0.80465,0.00034066,0.00034066,0.00034066
668,20161.8,0.77519,0.38336,0.84485,0.98434,0.98027,0.99337,0.84969,0.59544,0.28133,0.80462,0.00033967,0.00033967,0.00033967
669,20191.8,0.77828,0.38953,0.84473,0.98461,0.98025,0.99337,0.85005,0.59512,0.28134,0.80457,0.00033868,0.00033868,0.00033868
670,20222.1,0.76914,0.38132,0.84087,0.98444,0.98018,0.99343,0.85039,0.59472,0.28126,0.80452,0.00033769,0.00033769,0.00033769
671,20252.3,0.7685,0.38114,0.84074,0.98489,0.98017,0.99343,0.85059,0.59462,0.28137,0.80448,0.0003367,0.0003367,0.0003367
672,20282.4,0.77268,0.38433,0.84291,0.985,0.98011,0.99343,0.85044,0.5945,0.28134,0.80447,0.00033571,0.00033571,0.00033571
673,20312.4,0.76936,0.38299,0.84178,0.98516,0.97995,0.99343,0.8505,0.5945,0.28108,0.80447,0.00033472,0.00033472,0.00033472
674,20342.5,0.76858,0.38052,0.84221,0.98598,0.97902,0.99345,0.85066,0.5943,0.28104,0.80441,0.00033373,0.00033373,0.00033373
675,20372.7,0.76103,0.37727,0.84255,0.98611,0.9792,0.99346,0.85078,0.5942,0.28099,0.80438,0.00033274,0.00033274,0.00033274
676,20402.9,0.76061,0.38135,0.84184,0.98574,0.97959,0.99347,0.85079,0.59404,0.28105,0.80435,0.00033175,0.00033175,0.00033175
677,20433.2,0.77048,0.38514,0.84208,0.98586,0.97933,0.99345,0.8508,0.59367,0.2809,0.80432,0.00033076,0.00033076,0.00033076
678,20463.4,0.76286,0.37975,0.84062,0.98591,0.97937,0.99346,0.85076,0.59348,0.28092,0.80428,0.00032977,0.00032977,0.00032977
679,20493.5,0.76733,0.38191,0.84142,0.98591,0.9794,0.99346,0.85095,0.59328,0.28097,0.80426,0.00032878,0.00032878,0.00032878
680,20523.7,0.77741,0.38895,0.84533,0.9856,0.97966,0.99346,0.85091,0.5932,0.28106,0.80428,0.00032779,0.00032779,0.00032779
681,20553.8,0.76408,0.38433,0.8435,0.98589,0.98008,0.99349,0.85107,0.5929,0.28095,0.8042,0.0003268,0.0003268,0.0003268
682,20584,0.75681,0.37555,0.83829,0.98588,0.98026,0.99351,0.85115,0.59265,0.2811,0.80418,0.00032581,0.00032581,0.00032581
683,20614.2,0.75197,0.37424,0.83651,0.98602,0.97999,0.99352,0.8514,0.59252,0.28115,0.80413,0.00032482,0.00032482,0.00032482
684,20644.4,0.74316,0.37189,0.83937,0.98577,0.98009,0.99352,0.8513,0.5921,0.28125,0.80406,0.00032383,0.00032383,0.00032383
685,20674.5,0.7512,0.37466,0.84138,0.98569,0.98024,0.99353,0.85156,0.59164,0.28124,0.80397,0.00032284,0.00032284,0.00032284
686,20704.7,0.74836,0.37165,0.83832,0.98587,0.98,0.99348,0.85143,0.59146,0.28131,0.80393,0.00032185,0.00032185,0.00032185
687,20734.8,0.75885,0.38183,0.84097,0.98562,0.98041,0.99354,0.85162,0.59142,0.28116,0.80392,0.00032086,0.00032086,0.00032086
688,20765,0.7511,0.37725,0.84033,0.98574,0.98074,0.99356,0.85182,0.59134,0.28136,0.80387,0.00031987,0.00031987,0.00031987
689,20795.8,0.74983,0.37258,0.83912,0.98571,0.98036,0.99355,0.85186,0.59086,0.28108,0.8038,0.00031888,0.00031888,0.00031888
690,20826.1,0.74565,0.37335,0.83922,0.98556,0.9799,0.99356,0.85203,0.59059,0.2811,0.80376,0.00031789,0.00031789,0.00031789
691,20856.3,0.74744,0.37524,0.83849,0.98567,0.98054,0.99353,0.85209,0.5904,0.28111,0.80375,0.0003169,0.0003169,0.0003169
692,20886.5,0.74604,0.37424,0.83578,0.98578,0.98047,0.9936,0.85216,0.59037,0.28105,0.80372,0.00031591,0.00031591,0.00031591
693,20916.8,0.75582,0.37318,0.84069,0.98566,0.98061,0.9936,0.85217,0.59028,0.28096,0.80371,0.00031492,0.00031492,0.00031492
694,20947.1,0.75475,0.3736,0.83674,0.98564,0.98061,0.99354,0.85253,0.58993,0.28082,0.80365,0.00031393,0.00031393,0.00031393
695,20977.3,0.75926,0.37385,0.83975,0.98585,0.98084,0.99362,0.85264,0.59009,0.28085,0.80368,0.00031294,0.00031294,0.00031294
696,21007.5,0.73868,0.36667,0.83264,0.98577,0.98068,0.99362,0.85275,0.58994,0.28079,0.80366,0.00031195,0.00031195,0.00031195
697,21037.7,0.75767,0.37425,0.84021,0.98617,0.98033,0.99363,0.85298,0.58953,0.28085,0.80359,0.00031096,0.00031096,0.00031096
698,21068,0.74315,0.37162,0.83624,0.98601,0.98017,0.9936,0.85299,0.58922,0.28083,0.80356,0.00030997,0.00030997,0.00030997
699,21098.2,0.73199,0.37082,0.83697,0.98609,0.97997,0.9936,0.85299,0.58917,0.28073,0.80352,0.00030898,0.00030898,0.00030898
700,21128.5,0.75152,0.37376,0.83871,0.98602,0.97997,0.99364,0.85327,0.58884,0.28079,0.80348,0.00030799,0.00030799,0.00030799
701,21158.7,0.75134,0.37688,0.83915,0.98586,0.98003,0.99365,0.85351,0.58886,0.28063,0.80344,0.000307,0.000307,0.000307
702,21188.9,0.73616,0.37041,0.83632,0.98575,0.98014,0.99366,0.85339,0.58874,0.28053,0.80343,0.00030601,0.00030601,0.00030601
703,21219,0.74438,0.37308,0.83898,0.98568,0.98014,0.99366,0.85354,0.5885,0.28054,0.80338,0.00030502,0.00030502,0.00030502
704,21249.2,0.74963,0.37452,0.8415,0.98577,0.98014,0.99366,0.85351,0.58823,0.28043,0.80335,0.00030403,0.00030403,0.00030403
705,21279.2,0.72814,0.36354,0.83644,0.98568,0.98009,0.99367,0.85352,0.58837,0.28048,0.80336,0.00030304,0.00030304,0.00030304
706,21309.3,0.73891,0.36931,0.83835,0.98564,0.98,0.99366,0.85368,0.58822,0.28041,0.80331,0.00030205,0.00030205,0.00030205
707,21339.5,0.73942,0.36786,0.83713,0.98574,0.98031,0.99368,0.85383,0.58806,0.28029,0.80329,0.00030106,0.00030106,0.00030106
708,21369.7,0.74962,0.37342,0.84191,0.98565,0.98025,0.99369,0.85404,0.58795,0.28011,0.80329,0.00030007,0.00030007,0.00030007
709,21400,0.7337,0.36866,0.83605,0.98544,0.98073,0.99368,0.85431,0.58763,0.27997,0.80324,0.00029908,0.00029908,0.00029908
710,21430.2,0.73303,0.37007,0.8394,0.98563,0.98032,0.99368,0.8544,0.58721,0.28008,0.80318,0.00029809,0.00029809,0.00029809
711,21460.4,0.74623,0.37806,0.83813,0.98612,0.98009,0.99369,0.85433,0.58685,0.28016,0.80315,0.0002971,0.0002971,0.0002971
712,21490.5,0.73865,0.36898,0.84078,0.98577,0.98009,0.99369,0.85469,0.58686,0.27991,0.8031,0.00029611,0.00029611,0.00029611
713,21520.7,0.74014,0.36697,0.83694,0.98594,0.98019,0.99369,0.85481,0.58653,0.28,0.80306,0.00029512,0.00029512,0.00029512
714,21551,0.72205,0.3642,0.83722,0.98604,0.98019,0.99369,0.85484,0.58631,0.27987,0.80301,0.00029413,0.00029413,0.00029413
715,21581.2,0.73761,0.36938,0.83584,0.98584,0.98027,0.9937,0.85477,0.58617,0.28004,0.803,0.00029314,0.00029314,0.00029314
716,21611.2,0.73096,0.36642,0.83749,0.98594,0.9803,0.9937,0.85486,0.58611,0.27989,0.80299,0.00029215,0.00029215,0.00029215
717,21641.4,0.73462,0.36721,0.83621,0.98571,0.9807,0.99371,0.85492,0.58593,0.27969,0.8029,0.00029116,0.00029116,0.00029116
718,21671.6,0.74194,0.36959,0.83413,0.98571,0.98068,0.99372,0.85531,0.58556,0.27954,0.80285,0.00029017,0.00029017,0.00029017
719,21701.9,0.73462,0.36763,0.83688,0.9863,0.98041,0.99373,0.8556,0.58539,0.27948,0.80283,0.00028918,0.00028918,0.00028918
720,21732.1,0.7233,0.36398,0.83165,0.98612,0.9805,0.99368,0.8556,0.58526,0.27936,0.80283,0.00028819,0.00028819,0.00028819
721,21762.3,0.73349,0.36942,0.83358,0.98588,0.98041,0.99373,0.85536,0.58527,0.27941,0.80281,0.0002872,0.0002872,0.0002872
722,21792.4,0.72511,0.3663,0.83761,0.98597,0.98054,0.99373,0.85572,0.58501,0.27932,0.80278,0.00028621,0.00028621,0.00028621
723,21822.6,0.73274,0.36655,0.8366,0.986,0.9805,0.99373,0.85562,0.58463,0.2791,0.80273,0.00028522,0.00028522,0.00028522
724,21852.6,0.73267,0.364,0.83463,0.98608,0.9805,0.99375,0.85564,0.58463,0.27915,0.80272,0.00028423,0.00028423,0.00028423
725,21882.6,0.72722,0.36752,0.83776,0.98607,0.98058,0.99375,0.85578,0.58444,0.27899,0.80266,0.00028324,0.00028324,0.00028324
726,21912.9,0.73719,0.37089,0.83746,0.98612,0.98045,0.99376,0.85574,0.58411,0.27897,0.80265,0.00028225,0.00028225,0.00028225
727,21943,0.71459,0.36132,0.83604,0.98606,0.98062,0.99376,0.85585,0.5839,0.27892,0.80261,0.00028126,0.00028126,0.00028126
728,21973.2,0.72682,0.35701,0.83688,0.9861,0.98049,0.99376,0.85598,0.58383,0.27912,0.80259,0.00028027,0.00028027,0.00028027
729,22003.4,0.71887,0.36026,0.83253,0.98594,0.98064,0.99376,0.85591,0.58361,0.27891,0.80256,0.00027928,0.00027928,0.00027928
730,22033.5,0.72386,0.36635,0.83517,0.98577,0.98057,0.99375,0.85605,0.58351,0.27882,0.80252,0.00027829,0.00027829,0.00027829
731,22063.7,0.7265,0.3661,0.83342,0.98571,0.98059,0.99375,0.85607,0.58342,0.27879,0.80247,0.0002773,0.0002773,0.0002773
732,22093.9,0.71027,0.35997,0.82979,0.98574,0.98064,0.99376,0.85624,0.58338,0.27874,0.80249,0.00027631,0.00027631,0.00027631
733,22124.1,0.73915,0.37139,0.83772,0.98577,0.98062,0.99375,0.85619,0.58315,0.27869,0.80246,0.00027532,0.00027532,0.00027532
734,22154.1,0.73733,0.3704,0.83603,0.98592,0.98056,0.99374,0.85612,0.58294,0.27876,0.80241,0.00027433,0.00027433,0.00027433
735,22184.2,0.71832,0.36323,0.83444,0.98583,0.98056,0.99376,0.8561,0.58297,0.2787,0.80242,0.00027334,0.00027334,0.00027334
736,22214.3,0.71278,0.35753,0.82996,0.98601,0.98066,0.99377,0.85607,0.58288,0.27872,0.80242,0.00027235,0.00027235,0.00027235
737,22244.3,0.71089,0.3592,0.83324,0.98597,0.98051,0.99377,0.85599,0.58296,0.27871,0.80243,0.00027136,0.00027136,0.00027136
